id,team,league,G,AB,H
122,ANA,AL,15,37,10
122,ANA,AL,29,70,19
122,ANA,AL,53,114,21
122,ANA,AL,73,203,53
122,LAA,AL,75,184,42
122,LAA,AL,78,225,54
122,LAA,AL,40,125,28
123,BOS,AL,44,92,20
123,BOS,AL,43,100,24
123,NYA,AL,45,87,23
123,NYA,AL,39,85,19
123,NYA,AL,36,51,9
123,NYA,AL,46,80,13
123,NYA,AL,44,49,10
123,SLA,AL,32,55,6
124,CAL,AL,67,248,53
124,CAL,AL,18,58,17
124,CAL,AL,106,312,69
124,TEX,AL,27,78,18
124,TEX,AL,137,426,128
124,TEX,AL,120,344,91
124,TEX,AL,146,517,146
124,MON,NL,123,449,119
125,PIT,NL,2,4,0
125,PIT,NL,15,13,1
125,PIT,NL,13,16,4
125,PIT,NL,1,2,1
125,KCA,AL,19,0,0
125,KCA,AL,1,0,0
125,TEX,AL,2,0,0
125,TEX,AL,4,0,0
126,CIN,NL,54,3,0
126,CIN,NL,67,6,2
126,CIN,NL,74,4,0
126,CIN,NL,68,2,0
126,CIN,NL,70,1,0
126,CIN,NL,60,3,1
126,NYN,NL,55,5,0
126,NYN,NL,52,1,0
127,DET,AL,29,55,6
127,DET,AL,36,83,12
127,DET,AL,35,80,15
127,DET,AL,35,88,14
127,DET,AL,33,76,9
127,DET,AL,36,74,11
127,DET,AL,28,37,4
127,DET,AL,12,18,0
128,BAL,AL,8,0,0
128,BAL,AL,32,2,0
128,BAL,AL,12,2,0
128,BAL,AL,34,4,1
128,BAL,AL,65,0,0
128,BAL,AL,63,0,0
128,BAL,AL,58,0,0
128,BAL,AL,7,0,0
129,LAN,NL,24,55,13
129,LAN,NL,73,240,62
129,LAN,NL,73,207,55
129,PIT,NL,31,130,40
129,PIT,NL,118,402,108
129,PIT,NL,117,335,87
129,PIT,NL,130,323,80
129,PIT,NL,125,363,98
130,ATL,NL,36,70,6
130,ATL,NL,40,52,6
130,ATL,NL,17,14,1
130,ATL,NL,40,16,2
130,TEX,AL,32,0,0
130,TEX,AL,19,0,0
130,TEX,AL,23,0,0
130,HOU,NL,11,1,0
131,ML4,AL,24,80,19
131,ML4,AL,95,368,91
131,ML4,AL,125,487,143
131,ML4,AL,50,175,34
131,SDN,NL,146,557,184
131,SDN,NL,68,258,76
131,FLO,NL,72,236,69
131,FLO,NL,87,322,89
132,CAL,AL,24,69,16
132,CAL,AL,133,465,117
132,CAL,AL,149,513,140
132,CAL,AL,142,438,95
132,CAL,AL,149,519,144
132,CAL,AL,135,470,119
132,TEX,AL,9,8,2
132,OAK,AL,66,212,47
133,TEX,AL,22,57,7
133,TEX,AL,130,415,91
133,TEX,AL,5,5,2
133,TEX,AL,110,317,71
133,ANA,AL,110,301,72
133,ANA,AL,104,260,77
133,ANA,AL,61,130,37
133,ANA,AL,62,125,24
134,CAL,AL,6,6,2
134,CAL,AL,58,23,1
134,MIN,AL,29,28,4
134,MIN,AL,83,199,35
134,KCA,AL,145,504,112
134,KCA,AL,83,238,55
134,PIT,NL,88,233,48
134,PIT,NL,72,176,33
135,ARI,NL,111,366,102
135,ARI,NL,152,539,129
135,ARI,NL,155,578,150
135,ARI,NL,145,499,99
135,BAL,AL,155,534,118
135,BAL,AL,135,457,101
135,CLE,AL,99,335,72
135,NYA,AL,36,110,26
136,BAL,AL,6,15,4
136,BAL,AL,40,34,4
136,BAL,AL,27,22,5
136,CAL,AL,5,8,0
136,CHA,AL,15,20,5
136,TOR,AL,24,63,11
136,TOR,AL,7,0,0
136,ML4,AL,2,5,0
137,DET,AL,3,0,0
137,DET,AL,15,0,0
137,DET,AL,39,0,0
137,HOU,NL,52,3,0
137,HOU,NL,33,79,11
137,HOU,NL,36,75,6
137,HOU,NL,33,60,10
137,HOU,NL,14,16,0
138,CLE,AL,23,11,4
138,CLE,AL,39,80,18
138,CAL,AL,21,16,1
138,MON,NL,21,44,10
138,MON,NL,81,158,42
138,MON,NL,67,95,23
138,NYN,NL,46,47,7
138,OAK,AL,17,40,13
139,ML1,NL,30,53,6
139,ML1,NL,31,31,1
139,ML1,NL,38,57,6
139,ML1,NL,38,73,7
139,ML1,NL,34,73,6
139,ML1,NL,11,25,5
139,ML1,NL,31,70,4
139,ML1,NL,36,89,14
140,PIT,NL,23,27,3
140,PIT,NL,138,454,98
140,PIT,NL,76,232,41
140,CLE,AL,31,88,19
140,CLE,AL,123,419,119
140,CLE,AL,112,361,77
140,CLE,AL,130,388,81
140,CLE,AL,85,171,36
141,CLE,AL,4,10,2
141,CLE,AL,119,364,98
141,CLE,AL,11,13,0
141,CLE,AL,77,244,58
141,CLE,AL,51,84,15
141,NYA,AL,9,20,3
141,NYA,AL,116,387,108
141,NYA,AL,142,480,127
142,WS2,AL,18,44,5
142,TEX,AL,39,51,4
142,TEX,AL,23,0,0
142,TEX,AL,12,0,0
142,ML4,AL,38,0,0
142,ML4,AL,20,0,0
142,CHN,NL,22,6,0
142,OAK,AL,35,0,0
143,SLA,AL,1,0,0
143,BRO,NL,3,4,0
143,BRO,NL,30,64,9
143,BRO,NL,41,68,12
143,BRO,NL,6,4,1
143,BRO,NL,35,68,10
143,PHI,NL,52,90,11
143,PHI,NL,39,61,12
144,CIN,NL,38,80,15
144,CIN,NL,90,256,54
144,CIN,NL,82,200,52
144,CIN,NL,114,336,72
144,ATL,NL,55,167,31
144,ATL,NL,52,41,7
144,BAL,AL,14,35,10
144,BAL,AL,14,31,6
145,DET,AL,72,242,58
145,DET,AL,64,211,50
145,DET,AL,5,16,5
145,SLA,AL,95,317,95
145,SLA,AL,105,218,59
145,SLA,AL,118,392,109
145,SLA,AL,144,520,143
145,SLA,AL,151,580,145
146,DET,AL,8,0,0
146,DET,AL,13,5,0
146,FLO,NL,29,30,2
146,FLO,NL,20,24,2
146,FLO,NL,9,9,0
146,BOS,AL,17,4,0
146,BOS,AL,53,0,0
146,BOS,AL,38,0,0
147,KCA,AL,128,523,153
147,KCA,AL,152,535,124
147,KCA,AL,159,623,188
147,KCA,AL,131,503,136
147,KCA,AL,158,599,178
147,KCA,AL,158,605,161
147,KCA,AL,162,603,192
147,SDN,NL,157,613,155
148,NYA,AL,12,11,0
148,NYA,AL,4,0,0
148,SLA,AL,27,22,3
148,SLA,AL,41,59,8
148,SLA,AL,35,66,12
148,SLA,AL,31,53,7
148,BAL,AL,25,53,7
148,BAL,AL,7,6,1
149,KCA,AL,46,0,0
149,KCA,AL,50,0,0
149,KCA,AL,48,0,0
149,NYA,AL,4,0,0
149,OAK,AL,3,0,0
149,PHI,NL,25,1,0
149,PHI,NL,2,0,0
149,PHI,NL,25,0,0
150,PIT,NL,2,4,2
150,PIT,NL,129,442,137
150,PIT,NL,133,457,120
150,PIT,NL,40,118,25
150,FLO,NL,80,239,65
150,FLO,NL,91,316,82
150,NYN,NL,78,228,61
150,BAL,AL,20,63,16
151,PHI,NL,112,413,86
151,PHI,NL,95,342,79
151,PHI,NL,123,442,110
151,PHI,NL,116,370,101
151,CAL,AL,147,511,133
151,CAL,AL,8,15,1
151,BOS,AL,89,310,96
151,BOS,AL,117,432,108
152,PHA,AL,4,9,0
152,PHA,AL,32,50,8
152,PHA,AL,11,18,8
152,PHA,AL,32,71,13
152,PHA,AL,36,82,14
152,PHA,AL,29,82,14
152,PHA,AL,31,77,18
152,PHA,AL,11,26,5
153,ARI,NL,5,16,4
153,ARI,NL,5,13,3
153,ARI,NL,51,106,17
153,ARI,NL,70,154,36
153,ARI,NL,80,220,48
153,TEX,AL,108,358,89
153,TEX,AL,120,410,104
153,TEX,AL,97,344,88
154,SLN,NL,37,151,49
154,SLN,NL,134,523,194
154,SLN,NL,137,528,167
154,SLN,NL,153,619,227
154,SLN,NL,154,603,180
154,SLN,NL,152,574,174
154,SLN,NL,149,576,187
154,SLN,NL,146,560,176
155,KCA,AL,38,0,0
155,KCA,AL,44,0,0
155,KCA,AL,7,0,0
155,KCA,AL,36,0,0
155,KCA,AL,28,0,0
155,KCA,AL,38,0,0
155,HOU,NL,40,3,0
155,HOU,NL,48,2,2
156,SEA,AL,102,369,83
156,SEA,AL,17,47,6
156,TBA,AL,11,34,7
156,TBA,AL,44,101,16
156,TBA,AL,60,174,47
156,MIL,NL,53,82,16
156,LAA,AL,13,24,3
156,MIL,NL,1,2,0
157,CLE,AL,12,4,1
157,CLE,AL,14,41,6
157,CLE,AL,5,4,2
157,TOR,AL,153,624,179
157,TOR,AL,155,653,166
157,TOR,AL,101,388,81
157,TOR,AL,162,539,130
157,TOR,AL,162,528,132
158,MIN,AL,55,119,29
158,MIN,AL,124,373,93
158,MIN,AL,113,311,69
158,MIN,AL,97,234,56
158,MIN,AL,130,357,96
158,MIN,AL,122,293,74
158,MIN,AL,136,394,103
158,MIN,AL,141,391,103
159,FLO,NL,128,504,162
159,FLO,NL,91,358,96
159,FLO,NL,65,269,62
159,MIA,NL,39,93,13
159,MIA,NL,70,195,50
159,CHN,NL,125,385,109
159,CHN,NL,148,440,110
159,OAK,AL,51,158,23
160,ATL,NL,4,3,0
160,CHN,NL,3,3,0
160,OAK,AL,14,21,3
160,OAK,AL,14,11,0
160,CHN,NL,36,54,12
160,CHN,NL,10,8,0
160,CHN,NL,16,21,2
160,CAL,AL,37,107,28
161,NYN,NL,36,77,11
161,NYN,NL,38,95,15
161,NYN,NL,39,91,11
161,NYN,NL,42,95,17
161,NYN,NL,39,92,18
161,NYN,NL,36,89,13
161,NYN,NL,39,93,15
161,NYN,NL,32,71,7
162,MON,NL,19,40,12
162,MON,NL,140,505,138
162,MON,NL,100,347,96
162,TOR,AL,133,482,142
162,TOR,AL,146,522,143
162,ANA,AL,130,429,124
162,ANA,AL,63,206,63
162,TEX,AL,76,258,60
163,DET,AL,7,25,6
163,DET,AL,147,530,141
163,DET,AL,154,603,168
163,DET,AL,140,546,138
163,DET,AL,133,451,113
163,KC1,AL,148,511,118
163,KC1,AL,126,463,139
163,KC1,AL,151,559,143
164,SFN,NL,34,61,7
164,SFN,NL,8,0,0
164,SFN,NL,65,15,1
164,SFN,NL,63,18,2
164,PIT,NL,18,4,1
164,PIT,NL,75,16,3
164,PIT,NL,50,35,8
164,NYA,AL,54,0,0
165,CAL,AL,78,271,73
165,CAL,AL,50,119,22
165,CAL,AL,22,68,10
165,KCA,AL,36,54,14
165,KCA,AL,24,44,10
165,TOR,AL,112,311,76
165,TOR,AL,129,364,100
165,TOR,AL,125,343,111
166,CIN,NL,5,12,4
166,CIN,NL,3,2,0
166,CIN,NL,84,160,41
166,CIN,NL,145,485,122
166,CIN,NL,117,428,118
166,CIN,NL,145,503,136
166,CIN,NL,152,532,136
166,CIN,NL,148,496,122
167,DET,AL,153,585,180
167,DET,AL,145,584,175
167,DET,AL,129,504,143
167,DET,AL,108,395,123
167,DET,AL,150,532,163
167,DET,AL,128,429,123
167,DET,AL,112,365,95
167,SLA,AL,154,549,154
168,PHA,AL,32,55,6
168,PHA,AL,27,25,1
168,DET,AL,19,33,4
168,DET,AL,37,44,4
168,DET,AL,42,17,0
168,DET,AL,38,50,3
168,DET,AL,35,67,5
168,DET,AL,31,63,4
169,NYA,AL,2,10,3
169,NYA,AL,98,328,90
169,NYA,AL,17,17,2
169,NYA,AL,8,13,2
169,NYA,AL,6,20,7
169,CHA,AL,26,70,19
169,CHA,AL,154,593,179
169,DET,AL,127,454,140
170,LAN,NL,2,0,0
170,LAN,NL,2,1,0
170,LAN,NL,48,19,1
170,LAN,NL,32,51,9
170,LAN,NL,34,72,14
170,LAN,NL,33,59,9
170,LAN,NL,34,70,15
170,LAN,NL,36,69,10
171,CHA,AL,10,40,9
171,CHA,AL,71,280,76
171,CHA,AL,147,601,164
171,CHA,AL,85,348,75
171,CHA,AL,123,482,135
171,CHA,AL,124,485,135
171,CHA,AL,119,417,114
171,CHA,AL,4,4,0
172,SLN,NL,7,9,2
172,SLN,NL,6,2,1
172,NYN,NL,59,133,32
172,NYN,NL,16,33,8
172,NYN,NL,60,164,51
172,NYN,NL,114,251,46
172,PIT,NL,25,58,14
172,SDN,NL,134,418,92
173,PHI,NL,72,114,21
173,PHI,NL,56,151,45
173,PHI,NL,156,586,158
173,PHI,NL,143,543,148
173,PHI,NL,44,162,36
173,PHI,NL,65,205,47
173,BOS,AL,5,13,2
173,MIN,AL,121,422,102
174,KCA,AL,19,60,19
174,KCA,AL,26,79,17
174,KCA,AL,33,87,21
174,CHN,NL,53,123,31
174,TEX,AL,68,166,46
174,TEX,AL,36,76,17
174,PHI,NL,25,47,13
174,PHI,NL,106,233,68
175,HOU,NL,11,22,2
175,HOU,NL,94,341,105
175,HOU,NL,107,378,95
175,HOU,NL,92,341,95
175,ARI,NL,44,147,42
175,ATL,NL,142,514,165
175,ATL,NL,153,582,153
175,ATL,NL,56,153,36
176,WS1,AL,36,24,3
176,WS1,AL,26,20,5
176,WS1,AL,37,43,6
176,WS1,AL,24,23,4
176,WS1,AL,30,47,10
176,WS1,AL,23,25,5
176,WS1,AL,25,17,4
176,WS1,AL,41,57,13
177,TEX,AL,80,295,84
177,TEX,AL,113,391,93
177,TEX,AL,45,120,23
177,TEX,AL,28,76,19
177,BAL,AL,31,123,34
177,BAL,AL,139,515,139
177,BAL,AL,160,584,167
177,BAL,AL,127,450,88
178,ML1,NL,1,0,0
178,ML1,NL,1,2,0
178,CAL,AL,9,22,3
178,CLE,AL,43,52,9
178,KC1,AL,127,369,77
178,KC1,AL,114,327,67
178,OAK,AL,34,64,12
178,OAK,AL,106,247,58
179,SEA,AL,18,58,23
179,SEA,AL,141,488,124
179,SEA,AL,67,212,46
179,SEA,AL,13,17,3
179,SEA,AL,97,286,77
179,NYN,NL,126,161,39
179,TOR,AL,14,21,3
179,MIL,NL,7,7,0
180,SLN,NL,5,1,0
180,MIL,NL,21,8,1
180,MIL,NL,37,49,16
180,MIL,NL,30,49,8
180,MIL,NL,2,3,0
180,MIL,NL,2,0,0
180,MIA,NL,15,6,0
180,MIA,NL,6,3,0
181,OAK,AL,54,176,45
181,OAK,AL,140,536,156
181,OAK,AL,142,519,152
181,OAK,AL,153,562,166
181,OAK,AL,158,575,181
181,OAK,AL,152,510,170
181,OAK,AL,154,520,178
181,NYA,AL,155,560,176
182,HOU,NL,17,20,2
182,HOU,AL,33,2,0
182,HOU,AL,30,3,0
182,HOU,AL,33,5,1
182,HOU,AL,26,2,0
182,HOU,AL,23,3,0
182,HOU,AL,34,2,0
182,ATL,NL,19,38,5
183,WS1,AL,6,2,0
183,WS1,AL,35,41,5
183,MIN,AL,33,86,13
183,MIN,AL,39,89,18
183,MIN,AL,6,6,1
183,CLE,AL,28,60,11
183,CLE,AL,30,64,10
183,CLE,AL,30,21,3
184,CHA,AL,3,4,1
184,CHA,AL,7,20,2
184,CHA,AL,110,274,63
184,CHA,AL,18,26,2
184,CHA,AL,105,259,53
184,CHA,AL,122,294,58
184,CHA,AL,119,230,60
184,CHA,AL,67,157,40
185,DET,AL,18,49,12
185,DET,AL,46,80,29
185,DET,AL,50,125,43
185,DET,AL,71,148,41
185,DET,AL,67,165,51
185,DET,AL,75,171,35
185,DET,AL,67,146,34
185,DET,AL,88,246,69
186,CHA,AL,8,3,0
186,CHA,AL,5,0,0
186,COL,NL,32,9,2
186,NYN,NL,33,16,1
186,NYN,NL,73,5,0
186,NYN,NL,59,1,1
186,MIL,NL,72,0,0
186,MIL,NL,67,0,0
187,MIN,AL,84,316,74
187,MIN,AL,147,558,136
187,MIN,AL,156,598,145
187,MIN,AL,157,628,148
187,MIN,AL,155,615,165
187,MIN,AL,152,617,167
187,MIN,AL,104,410,93
187,LAN,NL,47,143,26
188,NYA,AL,21,21,6
188,NYA,AL,66,207,58
188,NYA,AL,44,132,32
188,BOS,AL,23,83,24
188,BOS,AL,90,284,67
188,CLE,AL,101,322,86
188,CLE,AL,93,294,73
188,BRO,NL,105,337,82
189,SLN,NL,125,435,121
189,SLN,NL,155,547,138
189,SLN,NL,147,485,134
189,SLN,NL,129,418,117
189,SLN,NL,144,506,135
189,SLN,NL,123,430,119
189,SLN,NL,146,498,116
189,SLN,NL,149,540,147
190,BAL,AL,2,0,0
190,BAL,AL,18,0,0
190,BAL,AL,31,0,0
190,HOU,NL,33,62,6
190,HOU,NL,34,67,11
190,HOU,NL,33,67,7
190,HOU,NL,18,35,6
190,NYN,NL,18,33,3
191,MIN,AL,22,0,0
191,MIN,AL,75,0,0
191,MIN,AL,68,0,0
191,MIN,AL,18,0,0
191,MIN,AL,66,0,0
191,MIN,AL,56,0,0
191,MIN,AL,71,1,0
191,CHA,AL,67,0,0
192,NYA,AL,24,67,25
192,CLE,AL,81,271,84
192,CLE,AL,35,74,13
192,CLE,AL,59,163,35
192,CLE,AL,3,10,3
192,PHA,AL,56,161,40
192,PHA,AL,71,186,51
192,PHA,AL,20,74,15
193,KCA,AL,12,7,2
193,KCA,AL,96,363,104
193,KCA,AL,122,461,135
193,KCA,AL,119,491,145
193,KCA,AL,157,605,157
193,KCA,AL,135,518,159
193,KCA,AL,144,558,157
193,KCA,AL,91,352,112
194,PIT,NL,10,12,2
194,SLA,AL,34,105,25
194,PIT,NL,131,419,122
194,PIT,NL,148,517,136
194,PIT,NL,7,22,4
194,CHN,NL,123,397,121
194,CHN,NL,142,480,130
194,CHN,NL,110,296,70
195,SFN,NL,40,8,0
195,SFN,NL,60,17,1
195,SFN,NL,61,16,5
195,SFN,NL,55,14,3
195,SFN,NL,58,14,2
195,SFN,NL,64,3,0
195,SFN,NL,70,7,1
195,SFN,NL,29,4,0
196,KC1,AL,17,41,4
196,KC1,AL,124,406,102
196,OAK,AL,148,482,132
196,OAK,AL,122,399,108
196,OAK,AL,112,376,109
196,OAK,AL,116,355,87
196,CHN,NL,138,434,108
196,CHN,NL,149,554,148
197,TOR,AL,15,34,9
197,TOR,AL,88,233,63
197,TOR,AL,161,564,163
197,TOR,AL,163,687,213
197,TOR,AL,146,578,186
197,TOR,AL,154,648,186
197,TOR,AL,140,573,147
197,TOR,AL,161,635,175
198,TOR,AL,24,88,23
198,TOR,AL,3,2,0
198,TOR,AL,30,96,30
198,TOR,AL,159,608,167
198,TOR,AL,161,678,215
198,TOR,AL,134,536,146
198,TOR,AL,156,620,167
198,TOR,AL,154,611,185
199,TBA,AL,15,0,0
199,TBA,AL,28,1,0
199,TOR,AL,5,0,0
199,OAK,AL,55,0,0
199,OAK,AL,34,3,0
199,OAK,AL,26,0,0
199,CHN,NL,24,0,0
199,SDN,NL,20,28,1
200,NYN,NL,7,9,2
200,NYN,NL,31,14,1
200,NYN,NL,43,22,2
200,NYN,NL,39,58,12
200,SDN,NL,4,7,2
200,CHN,NL,36,52,8
200,PHI,NL,73,20,3
200,PHI,NL,18,1,1
201,PIT,NL,88,158,49
201,PIT,NL,131,368,97
201,PIT,NL,116,309,81
201,PIT,NL,155,561,148
201,PIT,NL,59,197,52
201,PIT,NL,85,255,68
201,NYA,AL,40,104,22
201,ATL,NL,24,58,10
202,HOU,NL,4,7,2
202,HOU,NL,49,132,32
202,HOU,NL,127,385,112
202,HOU,NL,131,411,113
202,HOU,NL,150,526,149
202,HOU,NL,127,387,91
202,HOU,NL,85,224,52
202,SDN,NL,30,58,13
203,SDN,NL,36,93,23
203,SDN,NL,68,207,52
203,SDN,NL,82,243,66
203,DET,AL,45,139,33
203,SFN,NL,56,179,50
203,SFN,NL,99,308,73
203,CIN,NL,45,117,27
203,KCA,AL,37,125,26
204,WS1,AL,138,542,160
204,WS1,AL,129,509,142
204,WS1,AL,12,49,12
204,NYA,AL,93,272,64
204,NYA,AL,109,345,92
204,NYA,AL,125,426,136
204,NYA,AL,132,371,94
204,NYA,AL,29,37,8
205,MIN,AL,37,104,26
205,MIN,AL,112,289,84
205,MIN,AL,75,238,60
205,TOR,AL,62,189,44
205,OAK,AL,83,238,51
205,OAK,AL,116,377,99
205,OAK,AL,81,270,73
205,OAK,AL,13,35,7
206,PHA,AL,22,22,6
206,PHA,AL,10,3,1
206,PHA,AL,4,4,1
206,NYA,AL,33,47,6
206,NYA,AL,25,14,1
206,NYA,AL,15,0,0
206,CHA,AL,16,29,4
206,CHA,AL,34,84,16
207,KCA,AL,32,91,25
207,KCA,AL,144,369,80
207,KCA,AL,36,94,14
207,KCA,AL,8,10,1
207,KCA,AL,64,183,44
207,BOS,AL,21,47,11
207,CHN,NL,27,31,7
207,SDN,NL,13,33,9
208,COL,NL,27,47,2
208,COL,NL,21,35,9
208,COL,NL,23,46,9
208,COL,NL,66,0,0
208,COL,NL,13,20,3
208,NYA,AL,14,0,0
208,NYA,AL,17,2,0
208,PIT,NL,9,13,1
209,HOU,NL,13,15,3
209,HOU,NL,44,86,10
209,HOU,NL,1,1,0
209,CLE,AL,22,43,10
209,CLE,AL,112,276,74
209,CLE,AL,95,225,47
209,CLE,AL,85,133,30
209,CLE,AL,73,60,12
210,WS1,AL,2,4,3
210,PHI,NL,95,207,42
210,PHI,NL,89,239,49
210,PHI,NL,84,265,66
210,CHN,NL,36,111,29
210,CHN,NL,71,224,57
210,CHN,NL,66,176,45
210,CHN,NL,19,33,7
211,CHA,AL,4,6,4
211,CHA,AL,10,15,3
211,CHA,AL,34,111,23
211,MON,NL,17,22,4
211,SEA,AL,8,14,3
211,CHN,NL,52,135,30
211,CHN,NL,22,58,16
211,MIL,NL,51,153,39
212,NY1,NL,20,31,2
212,NY1,NL,10,4,0
212,NY1,NL,28,51,12
212,NY1,NL,55,40,4
212,SFN,NL,54,44,8
212,SFN,NL,42,13,1
212,BOS,AL,6,1,0
212,CHA,AL,4,2,2
213,PIT,NL,26,5,1
213,PIT,NL,32,3,0
213,PIT,NL,42,5,0
213,CHA,AL,17,0,0
213,CHA,AL,22,0,0
213,CHA,AL,65,0,0
213,MON,NL,77,1,0
213,PHI,NL,44,2,0
214,BRO,NL,3,2,0
214,BRO,NL,2,0,0
214,CHN,NL,1,0,0
214,SLA,AL,50,93,17
214,SLA,AL,7,11,1
214,WS1,AL,28,73,22
214,WS1,AL,44,108,23
214,WS1,AL,13,25,3
215,CAL,AL,24,29,3
215,CAL,AL,23,22,6
215,CAL,AL,51,37,8
215,CAL,AL,40,11,2
215,CAL,AL,47,105,18
215,CAL,AL,40,91,14
215,CAL,AL,35,83,18
215,CAL,AL,37,0,0
216,SLN,NL,17,31,10
216,SLN,NL,70,240,71
216,SLN,NL,97,333,99
216,SLN,NL,144,501,147
216,SLN,NL,138,462,121
216,LAA,AL,134,462,120
216,LAA,AL,121,424,109
216,PIT,NL,141,437,118
217,OAK,AL,3,0,0
217,OAK,AL,37,0,0
217,OAK,AL,28,0,0
217,OAK,AL,37,0,0
217,OAK,AL,16,0,0
217,OAK,AL,3,0,0
217,CLE,AL,14,0,0
217,KCA,AL,6,0,0
218,TEX,AL,3,0,0
218,TEX,AL,19,0,0
218,TEX,AL,23,1,0
218,TEX,AL,8,0,0
218,BAL,AL,12,0,0
218,BAL,AL,33,2,0
218,BAL,AL,68,0,0
218,BAL,AL,60,0,0
219,DET,AL,4,10,4
219,DET,AL,100,300,73
219,DET,AL,144,520,156
219,DET,AL,130,431,101
219,DET,AL,136,492,115
219,DET,AL,155,517,146
219,DET,AL,155,540,142
219,DET,AL,143,489,128
220,BOS,AL,8,7,1
220,BOS,AL,37,79,17
220,BOS,AL,37,51,10
220,BOS,AL,29,55,14
220,BOS,AL,60,121,38
220,BOS,AL,60,114,35
220,BOS,AL,6,11,3
220,NYA,AL,52,99,37
221,NYA,AL,18,1,0
221,NYA,AL,34,4,0
221,NYA,AL,30,3,0
221,NYA,AL,15,3,0
221,NYA,AL,12,3,0
221,WAS,NL,11,19,1
221,WAS,NL,10,6,1
221,TOR,AL,6,0,0
222,WAS,NL,139,533,144
222,WAS,NL,118,424,116
222,WAS,NL,100,352,96
222,WAS,NL,153,521,172
222,WAS,NL,147,506,123
222,WAS,NL,111,420,134
222,WAS,NL,159,550,137
222,PHI,NL,157,573,149
223,BAL,AL,8,21,3
223,CHA,AL,157,600,177
223,CHA,AL,144,539,152
223,CHA,AL,138,507,125
223,CHA,AL,84,251,55
223,CHA,AL,146,467,109
223,CHA,AL,125,399,86
223,CHA,AL,105,199,49
224,CHA,AL,9,0,0
224,CHA,AL,43,0,0
224,CHA,AL,70,0,0
224,CHA,AL,45,0,0
224,CHA,AL,60,0,0
224,CHA,AL,72,0,0
224,CHA,AL,46,0,0
224,SFN,NL,28,2,1
225,CHN,NL,6,0,0
225,CHN,NL,11,2,0
225,CHN,NL,69,0,0
225,CHN,NL,78,1,1
225,CHN,NL,56,0,0
225,ATL,NL,83,0,0
225,LAN,NL,21,2,1
225,BAL,AL,51,0,0
226,BOS,AL,2,5,0
226,BOS,AL,14,48,15
226,BOS,AL,131,457,134
226,BOS,AL,135,508,125
226,BOS,AL,52,187,56
226,BOS,AL,79,263,87
226,BOS,AL,134,487,124
226,BOS,AL,152,536,169
227,NYA,AL,2,6,1
227,NYA,AL,24,60,15
227,NYA,AL,24,41,6
227,NYA,AL,22,62,5
227,NYA,AL,20,61,9
227,NYA,AL,22,47,6
227,NYA,AL,30,55,10
227,NYA,AL,9,24,5
228,BOS,AL,41,148,34
228,BAL,AL,53,177,35
228,BAL,AL,94,266,55
228,BAL,AL,89,234,54
228,BAL,AL,113,256,59
228,BAL,AL,159,623,169
228,BAL,AL,142,560,147
228,BAL,AL,111,453,119
229,CIN,NL,128,397,87
229,CIN,NL,59,133,34
229,CIN,NL,149,585,167
229,CIN,NL,135,518,132
229,CIN,NL,133,428,96
229,PIT,NL,119,421,111
229,PIT,NL,37,107,23
229,BOS,AL,96,244,54
230,PIT,NL,10,37,10
230,PIT,NL,121,411,119
230,PIT,NL,132,529,145
230,BRO,NL,88,237,59
230,BRO,NL,100,390,91
230,BRO,NL,119,451,116
230,BRO,NL,142,455,127
230,BRO,NL,116,455,118
231,TEX,AL,19,44,12
231,TEX,AL,49,147,33
231,TEX,AL,13,40,9
231,TEX,AL,78,243,72
231,TEX,AL,120,407,91
231,TEX,AL,95,344,95
231,DET,AL,135,413,93
231,DET,AL,89,270,56
232,PIT,NL,14,37,9
232,NY1,NL,2,8,5
232,PHI,NL,153,597,181
232,PHI,NL,152,634,182
232,PHI,NL,148,623,202
232,PHI,NL,122,478,135
232,BRO,NL,74,181,48
232,BRO,NL,3,1,0
233,MIN,AL,21,60,19
233,MIN,AL,79,252,65
233,MIN,AL,142,460,114
233,MIN,AL,152,557,155
233,MIN,AL,118,406,105
233,MIN,AL,156,561,171
233,MIN,AL,103,376,110
233,NYN,NL,48,183,45
234,CHA,AL,37,97,24
234,CHA,AL,39,85,6
234,CHA,AL,46,115,20
234,CHA,AL,71,182,48
234,CHA,AL,68,183,45
234,CHA,AL,75,167,41
234,CHA,AL,123,342,81
234,CHA,AL,128,403,92
235,TEX,AL,34,0,0
235,TEX,AL,40,0,0
235,FLO,NL,24,6,3
235,FLO,NL,57,13,6
235,FLO,NL,57,4,0
235,BAL,AL,14,0,0
235,BAL,AL,57,0,0
235,BAL,AL,17,0,0
236,PIT,NL,13,50,14
236,PIT,NL,4,2,0
236,PIT,NL,118,448,120
236,PIT,NL,94,263,67
236,PIT,NL,132,482,126
236,PIT,NL,67,214,57
236,PIT,NL,45,159,33
236,SLN,NL,67,52,9
237,BAL,AL,26,81,15
237,BAL,AL,145,497,123
237,BAL,AL,133,425,96
237,BAL,AL,31,102,23
237,CLE,AL,9,24,4
237,CIN,NL,10,18,5
237,TEX,AL,26,68,15
237,TEX,AL,13,19,3
238,SLN,NL,80,234,54
238,SLN,NL,122,397,106
238,SLN,NL,131,344,89
238,SLN,NL,117,307,81
238,BRO,NL,128,386,89
238,BRO,NL,133,421,109
238,BRO,NL,106,365,95
238,BRO,NL,130,461,126
239,CAL,AL,18,55,7
239,BOS,AL,125,483,118
